CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType,CompanyName,OwnsHouse
15166,680,Alexandra,Flores,1957-02-26,Married,Female,alexandra35@adventure-works.com,"70000,00",1,0,Grado parcial,Manual calificado,1,7354 Scramble Rd,1 (11) 500 555-0173,2002-10-01,Person,No Company Entered,Yes
15167,692,Brett,Van,1956-03-07,Married,Male,brett3@adventure-works.com,"80000,00",1,0,Grado parcial,Manual calificado,1,2035 Shelly Dr,1 (11) 500 555-0151,2004-06-26,Person,No Company Entered,No
15168,554,Jaclyn,Zhao,1953-05-21,Single,Female,jaclyn11@adventure-works.com,"40000,00",2,0,Grado,Administración,1,8033 Gumwood,1 (11) 500 555-0181,2002-10-29,Person,No Company Entered,No
15169,479,Ian,Campbell,1976-08-26,Single,Male,ian37@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,700 Oaxaca,487-555-0110,2004-05-21,Person,No Company Entered,Yes
15170,546,Alexandra,White,1976-03-02,Married,Female,alexandra76@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,287 D Bel Air Dr.,943-555-0147,2004-05-22,Person,No Company Entered,Yes
15171,690,Jeremiah,Jenkins,1976-05-04,Single,Male,jeremiah29@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,7356 Indigo Ct.,191-555-0117,2004-07-08,Person,No Company Entered,No
15172,470,Randall,Ruiz,1975-09-03,Married,Male,randall3@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,1,8412 Jorge,727-555-0111,2003-12-07,Person,No Company Entered,Yes
15173,430,Madeline,Hernandez,1975-08-18,Single,Female,madeline16@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,5863 Masonic Dr.,465-555-0192,2004-07-27,Person,No Company Entered,No
15174,571,Ariana,Rivera,1976-10-02,Married,Female,ariana15@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,5013 Military E,117-555-0119,2003-11-01,Person,No Company Entered,Yes
15175,686,Isaac,Adams,1980-06-26,Single,Male,isaac36@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,3146 Rose Street,612-555-0118,2002-07-11,Person,No Company Entered,No
15176,644,Jose,Hughes,1980-08-17,Married,Male,jose34@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,5307 Wildberry Court,163-555-0158,2003-09-18,Person,No Company Entered,Yes
15177,682,Jason,Hayes,1980-08-16,Single,Male,jason20@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,4849 C Olivera Rd,233-555-0198,2004-04-04,Person,No Company Entered,Yes
15178,562,Nicole,Simmons,1980-10-07,Married,Female,nicole64@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,5200 Pennsylvania Blvd,746-555-0125,2004-03-10,Person,No Company Entered,No
15179,573,Paige,Price,1980-05-02,Married,Female,paige0@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,6985 Pecan Street,857-555-0156,2004-04-14,Person,No Company Entered,Yes
15180,634,Ruth,Rodriguez,1946-06-10,Single,Female,ruth23@adventure-works.com,"10000,00",5,0,Bachillerato,Manual calificado,2,872 Mark Twain Dr,1 (11) 500 555-0159,2003-09-27,Person,No Company Entered,No
15181,668,Jonathan,Butler,1978-02-02,Single,Male,jonathan14@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,3271 Black Walnut,380-555-0156,2004-03-17,Person,No Company Entered,No
15182,627,Lucas,Ross,1978-02-16,Married,Male,lucas53@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,5026 North 104th St.,575-555-0128,2003-10-13,Person,No Company Entered,Yes
15183,613,Brittney,Liang,1938-04-10,Single,Female,brittney15@adventure-works.com,"30000,00",2,0,Grado parcial,Clerical,2,1551 Happy Valley Road,1 (11) 500 555-0154,2004-05-03,Person,No Company Entered,No
15184,582,Allen,Arthur,1977-02-04,Single,Male,allen6@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,165 East Leland Road,518-555-0180,2002-07-27,Person,No Company Entered,No
15185,442,Louis,Lal,1977-03-02,Single,Male,louis26@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,6748 Alfred Ave.,115-555-0161,2003-10-09,Person,No Company Entered,No
15186,671,Kaylee,Green,1977-01-21,Single,Female,kaylee37@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,478 McFaul Drive,139-555-0163,2003-12-04,Person,No Company Entered,Yes
15187,634,Joanna,Gill,1939-10-26,Single,Female,joanna12@adventure-works.com,"30000,00",2,0,Grado parcial,Clerical,2,7982 D Kiska Ct.,1 (11) 500 555-0111,2004-05-23,Person,No Company Entered,No
15188,492,Hector,Gill,1940-05-22,Single,Male,hector11@adventure-works.com,"40000,00",2,0,Grado,Administración,2,2176 Brown Street,1 (11) 500 555-0116,2002-10-12,Person,No Company Entered,Yes
15189,680,Geoffrey,Sara,1940-10-08,Married,Male,geoffrey8@adventure-works.com,"40000,00",2,0,Grado,Administración,2,7797 Richard Place,1 (11) 500 555-0129,2002-10-26,Person,No Company Entered,Yes
15190,692,Pedro,Serrano,1940-04-02,Married,Male,pedro37@adventure-works.com,"40000,00",2,0,Grado,Administración,2,975 Madrid,1 (11) 500 555-0170,2002-10-31,Person,No Company Entered,No
15191,655,Arthur,Suri,1941-08-15,Single,Male,arthur2@adventure-works.com,"40000,00",2,0,Grado,Administración,2,1345 La Luz,1 (11) 500 555-0111,2002-10-19,Person,No Company Entered,No
15192,634,Jon,Wang,1943-03-11,Married,Male,jon20@adventure-works.com,"40000,00",2,0,Grado,Administración,2,6506 Gentrytown Drive,1 (11) 500 555-0177,2002-10-30,Person,No Company Entered,No
15193,492,Noah,Hill,1943-07-12,Married,Male,noah39@adventure-works.com,"40000,00",2,0,Grado,Administración,2,8743 Roanwood Way,1 (11) 500 555-0148,2002-10-28,Person,No Company Entered,Yes
15194,430,Luis,Edwards,1976-02-01,Single,Male,luis34@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,9167 Jennifer Way,423-555-0186,2004-07-05,Person,No Company Entered,No
15195,475,Miguel,Brown,1976-12-11,Single,Male,miguel3@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,6937 E. 42nd Street,206-555-0114,2004-06-08,Person,No Company Entered,Yes
15196,516,Alyssa,Rivera,1976-03-19,Single,Female,alyssa34@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,3217 Elm St,188-555-0142,2003-08-06,Person,No Company Entered,Yes
15197,494,Gavin,Griffin,1975-05-21,Single,Male,gavin19@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,8005 Spring Water St.,865-555-0130,2004-02-23,Person,No Company Entered,Yes
15198,597,Marcus,Lopez,1975-03-03,Single,Male,marcus31@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,9846 Golf Club Road,410-555-0110,2004-07-13,Person,No Company Entered,No
15199,505,Alyssa,Taylor,1974-04-21,Single,Female,alyssa8@adventure-works.com,"50000,00",0,0,Grado parcial,Manual calificado,1,6946 Candywood Ct.,765-555-0134,2004-03-05,Person,No Company Entered,No
15200,707,Matthew,White,1974-10-06,Single,Male,matthew18@adventure-works.com,"50000,00",0,0,Grado parcial,Manual calificado,1,4096 San Remo,250-555-0184,2003-08-04,Person,No Company Entered,No
15201,511,Ian,Baker,1972-08-01,Single,Male,ian31@adventure-works.com,"70000,00",0,0,Grado parcial,Manual calificado,2,8950 Olivera Rd,166-555-0176,2003-03-30,Person,No Company Entered,Yes
15202,547,Dalton,Watson,1968-10-22,Single,Male,dalton70@adventure-works.com,"80000,00",0,0,Grado,Administración,1,6790 Falcon Dr.,511-555-0114,2002-07-13,Person,No Company Entered,Yes
15203,665,Haley,Simmons,1968-08-14,Married,Female,haley34@adventure-works.com,"80000,00",0,0,Grado,Administración,1,2087 Plaza Del Rio,744-555-0111,2003-03-10,Person,No Company Entered,No
15204,494,Nicole,Hall,1967-09-19,Single,Female,nicole24@adventure-works.com,"120000,00",0,0,Grado,Administración,3,3022 Black Walnut Court,132-555-0111,2004-04-23,Person,No Company Entered,Yes
15205,534,Christy,Gao,1971-03-05,Married,Female,christy13@adventure-works.com,"130000,00",5,5,Bachillerato parcial,Administración,4,255 Steven Drive,1 (11) 500 555-0122,2002-10-12,Person,No Company Entered,Yes
15206,498,Julio,Alvarez,1958-12-15,Married,Male,julio4@adventure-works.com,"130000,00",2,4,Grado parcial,Profesional,2,9062 Melrose Place,1 (11) 500 555-0161,2004-06-01,Person,No Company Entered,Yes
15207,506,Kurt,She,1958-07-05,Married,Male,kurt0@adventure-works.com,"130000,00",2,4,Grado parcial,Profesional,2,6307 Greenbelt Way,1 (11) 500 555-0111,2004-06-25,Person,No Company Entered,Yes
15208,525,Kelvin,Zeng,1958-06-13,Single,Male,kelvin41@adventure-works.com,"150000,00",1,3,Grado parcial,Profesional,3,4991 Lindenwood Drive,1 (11) 500 555-0135,2004-06-25,Person,No Company Entered,No
15209,704,Sharon,Anand,1958-08-19,Single,Female,sharon27@adventure-works.com,"160000,00",2,3,Grado parcial,Profesional,4,246 Weatherly Way,1 (11) 500 555-0162,2003-12-27,Person,No Company Entered,No
15210,696,Jan,Cox,1980-07-27,Single,Female,jan7@adventure-works.com,"20000,00",0,0,Bachillerato parcial,Manual,2,Zeiter Weg 6664,1 (11) 500 555-0196,2004-03-12,Person,No Company Entered,No
15211,426,Clinton,Gill,1980-09-08,Single,Male,clinton10@adventure-works.com,"20000,00",0,0,Bachillerato parcial,Manual,2,3828 Baltic Sea Ct,1 (11) 500 555-0160,2003-10-04,Person,No Company Entered,No
15212,506,Bridget,Yuan,1980-08-17,Single,Female,bridget8@adventure-works.com,"20000,00",0,0,Bachillerato parcial,Manual,2,8375 Ambush Dr..,1 (11) 500 555-0198,2003-10-12,Person,No Company Entered,Yes
15213,641,Summer,Martinez,1979-05-07,Single,Female,summer15@adventure-works.com,"30000,00",0,0,Grado parcial,Clerical,1,Am Kreuz 555,1 (11) 500 555-0169,2004-04-07,Person,No Company Entered,No
15214,591,Grant,Andersen,1978-04-09,Single,Male,grant15@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,"48733, rue des Ecoles",1 (11) 500 555-0113,2004-05-16,Person,No Company Entered,No
15215,485,Christy,Chande,1974-08-10,Married,Female,christy32@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,0,419 Mills Dr.,1 (11) 500 555-0136,2003-11-29,Person,No Company Entered,Yes
15216,659,Grant,Shan,1974-11-02,Married,Male,grant12@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,0,5566 Banyan Circle,1 (11) 500 555-0157,2004-06-28,Person,No Company Entered,No
15217,506,Ebony,Subram,1972-08-21,Married,Female,ebony13@adventure-works.com,"10000,00",0,0,Bachillerato parcial,Manual,2,2529 Clear Court,1 (11) 500 555-0192,2004-01-16,Person,No Company Entered,Yes
15218,565,Pedro,Blanco,1972-11-16,Married,Male,pedro36@adventure-works.com,"10000,00",0,0,Bachillerato parcial,Manual,2,4312 Wintergreen Court,1 (11) 500 555-0184,2004-05-28,Person,No Company Entered,Yes
15219,587,Barry,Patel,1972-08-01,Single,Male,barry3@adventure-works.com,"20000,00",0,0,Bachillerato parcial,Manual,2,9183 Via Del Sol,1 (11) 500 555-0164,2003-10-14,Person,No Company Entered,No
15220,447,Summer,Suri,1973-08-27,Married,Female,summer0@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,1,4352 Olive Ave.,1 (11) 500 555-0152,2003-11-18,Person,No Company Entered,Yes
15221,447,Jonathan,Harris,1973-05-22,Married,Male,jonathan67@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,1,5469 Piper Ridge Court,1 (11) 500 555-0172,2003-11-22,Person,No Company Entered,Yes
15222,626,Kari,Chapman,1972-11-06,Single,Female,kari4@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,Pascalstr 99,1 (11) 500 555-0118,2004-03-11,Person,No Company Entered,No
15223,506,Carolyn,Madan,1972-08-02,Single,Female,carolyn7@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,4421 Alderwood Lane,1 (11) 500 555-0139,2003-10-01,Person,No Company Entered,No
15224,521,Dominic,Sai,1972-07-21,Single,Male,dominic6@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,Pappelallee 667,1 (11) 500 555-0113,2004-03-28,Person,No Company Entered,No
15225,454,Henry,Gonzalez,1972-10-19,Single,Male,henry20@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,"2, route de Marseille",1 (11) 500 555-0123,2003-09-05,Person,No Company Entered,No
15226,459,Sergio,Srini,1972-08-11,Single,Male,sergio9@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,"826, rue de Berri",1 (11) 500 555-0114,2003-09-03,Person,No Company Entered,No
15227,765,Michele,Andersen,1972-11-22,Married,Female,michele13@adventure-works.com,"40000,00",2,2,Grado parcial,Clerical,0,Zimmerstr 57,1 (11) 500 555-0182,2004-01-10,Person,No Company Entered,Yes
15228,521,Joe,Gutierrez,1972-02-04,Single,Male,joe34@adventure-works.com,"40000,00",2,2,Grado parcial,Clerical,0,Höhenstr 7477,1 (11) 500 555-0197,2004-04-30,Person,No Company Entered,Yes
15229,533,Carolyn,Perez,1972-09-19,Married,Female,carolyn21@adventure-works.com,"40000,00",2,2,Grado parcial,Clerical,0,Residenz Straße 744,1 (11) 500 555-0113,2004-04-16,Person,No Company Entered,Yes
15230,662,Cara,Ye,1971-04-28,Single,Female,cara6@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,Celler Weg 2949,1 (11) 500 555-0196,2004-04-28,Person,No Company Entered,No
15231,595,Natasha,Ramos,1971-11-01,Single,Female,natasha17@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,Brunnenstr 678,1 (11) 500 555-0118,2004-04-11,Person,No Company Entered,Yes
15232,616,Maurice,Nara,1971-11-02,Married,Male,maurice17@adventure-works.com,"40000,00",2,2,Grado parcial,Clerical,1,"92, boulevard d´Albi",1 (11) 500 555-0122,2004-05-18,Person,No Company Entered,Yes
15233,447,Jay,Gomez,1970-01-21,Married,Male,jay30@adventure-works.com,"40000,00",0,0,Máster,Manual calificado,0,4070 Orange Street,1 (11) 500 555-0113,2003-10-25,Person,No Company Entered,Yes
15234,590,Cristina,Chande,1970-02-08,Married,Female,cristina13@adventure-works.com,"40000,00",0,0,Máster,Manual calificado,0,Postfach 11 00 99,1 (11) 500 555-0194,2003-08-08,Person,No Company Entered,Yes
15235,584,Antonio,Perry,1975-12-27,Single,Male,antonio7@adventure-works.com,"40000,00",3,3,Grado parcial,Clerical,0,3250 Golden Meadow Dr.,267-555-0111,2002-07-14,Person,No Company Entered,Yes
15236,695,Michelle,Watson,1975-08-07,Single,Female,michelle2@adventure-works.com,"40000,00",3,3,Grado parcial,Clerical,1,332 West Slough Rd,150-555-0113,2003-04-13,Person,No Company Entered,Yes
15237,597,Isabella,Evans,1975-05-05,Married,Female,isabella33@adventure-works.com,"40000,00",3,3,Grado parcial,Clerical,1,4832 Park Glen Ct.,286-555-0187,2004-07-19,Person,No Company Entered,Yes
15238,470,Grace,Martin,1974-03-07,Married,Female,grace14@adventure-works.com,"40000,00",3,3,Grado parcial,Clerical,1,2885 Hill Drive,876-555-0124,2003-08-26,Person,No Company Entered,Yes
15239,516,Julia,Foster,1974-09-17,Single,Female,julia82@adventure-works.com,"40000,00",3,3,Grado parcial,Clerical,1,4704 Tustin Court,104-555-0122,2002-07-11,Person,No Company Entered,Yes
15240,660,Kaitlyn,Turner,1974-12-06,Married,Female,kaitlyn3@adventure-works.com,"40000,00",3,3,Grado parcial,Clerical,1,8267 Park Tree Ct.,396-555-0157,2004-05-12,Person,No Company Entered,Yes
15241,535,Katelyn,Evans,1974-06-19,Single,Female,katelyn22@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,6119 Grasswood Circle,183-555-0169,2003-10-29,Person,No Company Entered,No
15242,527,James,Lal,1974-03-19,Married,Male,james45@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,3196 Peachwillow,793-555-0193,2002-07-25,Person,No Company Entered,Yes
15243,695,Isabella,Lewis,1975-05-22,Married,Female,isabella77@adventure-works.com,"40000,00",4,4,Grado parcial,Clerical,1,9518 Lakeview Place,321-555-0140,2003-10-23,Person,No Company Entered,Yes
15244,644,Fernando,Gonzalez,1966-07-04,Single,Male,fernando33@adventure-works.com,"80000,00",0,0,Máster,Manual calificado,0,9741 Forte Way,257-555-0167,2004-06-09,Person,No Company Entered,No
15245,551,Jordan,Hughes,1966-08-02,Married,Male,jordan8@adventure-works.com,"80000,00",0,0,Máster,Manual calificado,0,3212 Yellowood Lane,755-555-0185,2004-03-01,Person,No Company Entered,No
15246,430,Devin,Murphy,1966-09-04,Married,Male,devin82@adventure-works.com,"80000,00",0,0,Máster,Manual calificado,0,9827 Vist Oak Dr.,139-555-0191,2002-07-30,Person,No Company Entered,Yes
15247,445,Jade,Bell,1966-09-15,Single,Female,jade11@adventure-works.com,"80000,00",0,0,Máster,Manual calificado,0,2405 Mission Drive,871-555-0153,2004-04-06,Person,No Company Entered,No
15248,610,Sophia,Turner,1966-05-24,Married,Female,sophia3@adventure-works.com,"80000,00",0,0,Máster,Manual calificado,0,1646 Seal Way,340-555-0188,2002-07-14,Person,No Company Entered,Yes
15249,644,Thomas,Lewis,1954-03-10,Married,Male,thomas79@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,1940 Nulty Drive,356-555-0161,2004-01-07,Person,No Company Entered,No
15250,551,Thomas,Ross,1954-10-01,Married,Male,thomas5@adventure-works.com,"30000,00",1,0,Bachillerato,Clerical,1,1992 Hidden Oak Ct,144-555-0120,2002-07-12,Person,No Company Entered,Yes
15251,573,Miguel,Simmons,1954-05-10,Single,Male,miguel61@adventure-works.com,"30000,00",1,0,Bachillerato,Clerical,1,901 Newport Drive,194-555-0118,2003-08-18,Person,No Company Entered,No
15252,430,Cedric,Huang,1954-05-11,Single,Male,cedric6@adventure-works.com,"30000,00",1,0,Bachillerato,Clerical,1,P. O. Box # 9257,542-555-0175,2004-06-14,Person,No Company Entered,No
15253,505,Morgan,Garcia,1954-10-25,Married,Female,morgan38@adventure-works.com,"40000,00",1,0,Grado parcial,Clerical,1,6604 Langley Ct.,522-555-0180,2002-07-09,Person,No Company Entered,Yes
15254,686,Dalton,Wright,1955-07-08,Single,Male,dalton26@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,7371 Cali,769-555-0175,2003-12-13,Person,No Company Entered,No
15255,580,Seth,Henderson,1955-07-13,Single,Male,seth53@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,8501 Bonifacio St.,159-555-0189,2004-01-15,Person,No Company Entered,No
15256,500,Cameron,Alexander,1955-09-13,Single,Male,cameron14@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,2377 Joyce Dr,399-555-0196,2004-04-07,Person,No Company Entered,No
15257,577,Ronald,Rana,1955-07-14,Single,Male,ronald13@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,8974 F Mt Hood Circle,722-555-0126,2004-04-11,Person,No Company Entered,No
15258,445,Hector,Jimenez,1955-01-25,Single,Male,hector3@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,5185 Relis Valley Road,922-555-0190,2004-03-06,Person,No Company Entered,No
15259,536,Angelica,Powell,1955-02-25,Single,Female,angelica8@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,935 Vista Oak Dr,330-555-0118,2004-04-08,Person,No Company Entered,Yes
15260,677,Hunter,Bryant,1955-02-25,Single,Male,hunter15@adventure-works.com,"30000,00",1,0,Bachillerato,Clerical,1,3265 E. 62nd Street,250-555-0115,2003-10-03,Person,No Company Entered,No
15261,551,Ryan,Jackson,1955-05-20,Single,Male,ryan51@adventure-works.com,"30000,00",1,0,Bachillerato,Clerical,2,630 Plymouth Drive,660-555-0172,2003-11-21,Person,No Company Entered,Yes
15262,573,Brooke,Watson,1956-05-08,Single,Female,brooke0@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,6700 Corte Del Sol,517-555-0140,2003-10-22,Person,No Company Entered,Yes
15263,507,Hannah,Thompson,1956-06-18,Single,Female,hannah13@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,6049 Dalis Dr.,754-555-0165,2003-12-19,Person,No Company Entered,No
15264,536,Kaitlyn,Collins,1956-04-20,Single,Female,kaitlyn2@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,1413 Winter Drive,271-555-0158,2003-09-17,Person,No Company Entered,Yes
15265,570,Elijah,Lal,1956-08-23,Single,Male,elijah3@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,3140 Gingham Way,222-555-0147,2003-09-22,Person,No Company Entered,Yes
15266,580,Tammy,Lopez,1956-10-10,Single,Female,tammy17@adventure-works.com,"20000,00",3,0,Bachillerato parcial,Clerical,2,2131 Covington Court,161-555-0181,2004-05-04,Person,No Company Entered,No
15267,583,Brent,Gao,1956-09-22,Married,Male,brent14@adventure-works.com,"30000,00",2,0,Bachillerato,Manual calificado,2,717 Ridge Park Drive,146-555-0119,2003-11-24,Person,No Company Entered,No
15268,652,Matthew,Martin,1956-04-24,Married,Male,matthew20@adventure-works.com,"30000,00",2,0,Bachillerato,Manual calificado,2,1960 Via Catanzaro,873-555-0194,2004-04-22,Person,No Company Entered,No
15269,584,Jonathon,Romero,1957-08-26,Married,Male,jonathon6@adventure-works.com,"20000,00",2,1,Bachillerato parcial,Clerical,2,5960 Springfield Drive,116-555-0166,2003-11-05,Person,No Company Entered,Yes
15270,647,Chloe,Moore,1957-07-06,Married,Female,chloe41@adventure-works.com,"20000,00",2,1,Bachillerato parcial,Clerical,2,2344 Mt. Wilson Way,238-555-0141,2004-02-24,Person,No Company Entered,Yes
15271,695,Hailey,Bailey,1957-03-08,Single,Female,hailey7@adventure-works.com,"20000,00",2,1,Bachillerato parcial,Clerical,2,4116 Candelero Place,580-555-0133,2004-01-26,Person,No Company Entered,Yes
15272,688,Bailey,Baker,1957-09-19,Married,Female,bailey36@adventure-works.com,"20000,00",2,1,Bachillerato parcial,Clerical,2,1291 Arguello Blvd.,111-555-0111,2004-01-23,Person,No Company Entered,Yes
15273,575,Kelly,Hughes,1957-05-18,Married,Female,kelly16@adventure-works.com,"20000,00",2,1,Bachillerato parcial,Clerical,2,2242 Panoramic Ave,389-555-0149,2003-08-10,Person,No Company Entered,Yes
15274,597,Chelsea,Suri,1957-03-19,Married,Female,chelsea0@adventure-works.com,"20000,00",2,1,Bachillerato parcial,Clerical,2,8029 Golden Meadow Dr.,943-555-0139,2004-01-01,Person,No Company Entered,Yes
15275,559,Jennifer,Wood,1957-04-24,Married,Female,jennifer77@adventure-works.com,"30000,00",2,0,Bachillerato,Manual calificado,2,5339 Cashew Street,113-555-0113,2003-11-25,Person,No Company Entered,No
15276,575,Miguel,Johnson,1958-11-28,Married,Male,miguel0@adventure-works.com,"40000,00",1,0,Grado parcial,Clerical,1,7070 W. Watson Court,774-555-0187,2004-01-11,Person,No Company Entered,No
15277,580,Heather,Huang,1958-02-08,Married,Female,heather5@adventure-works.com,"40000,00",1,0,Grado parcial,Clerical,1,1275 West Street,721-555-0116,2002-07-30,Person,No Company Entered,Yes
15278,642,Jacqueline,Hughes,1958-11-24,Single,Female,jacqueline12@adventure-works.com,"40000,00",2,0,Grado parcial,Clerical,1,1726 Chestnut,904-555-0153,2002-08-16,Person,No Company Entered,Yes
15279,577,Jon,Wu,1958-10-08,Single,Male,jon26@adventure-works.com,"40000,00",2,0,Grado parcial,Clerical,1,804 Skycrest Drive,134-555-0146,2003-08-07,Person,No Company Entered,No
15280,665,Trinity,Sanchez,1959-12-07,Single,Female,trinity20@adventure-works.com,"40000,00",2,0,Grado parcial,Clerical,1,619 Concord Ct.,876-555-0130,2003-05-28,Person,No Company Entered,Yes
15281,619,Jackson,Jenkins,1959-04-24,Single,Male,jackson9@adventure-works.com,"40000,00",2,0,Grado parcial,Clerical,1,1415 Edwards Ave,418-555-0130,2002-08-12,Person,No Company Entered,No
15282,570,Ian,Alexander,1959-05-25,Single,Male,ian59@adventure-works.com,"40000,00",2,0,Grado parcial,Clerical,1,5240 Premier Pl.,233-555-0168,2002-08-13,Person,No Company Entered,Yes
15283,597,Leonard,Jai,1972-01-05,Single,Male,leonard12@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,4299 Vernal Drive,676-555-0120,2004-06-21,Person,No Company Entered,No
15284,707,Jeremiah,Diaz,1972-10-19,Single,Male,jeremiah37@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,267 Baywood Dr.,111-555-0167,2002-08-04,Person,No Company Entered,Yes
15285,627,Garrett,Ward,1972-02-23,Single,Male,garrett8@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,2215 Taylor Box #108,783-555-0191,2004-04-07,Person,No Company Entered,No
15286,495,Kayla,Hayes,1972-08-16,Single,Female,kayla47@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,2308 Mi Casa Court,350-555-0114,2002-08-16,Person,No Company Entered,Yes
15287,547,Evan,Phillips,1972-12-07,Single,Male,evan30@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,7455 Wellington Ave.,589-555-0170,2002-08-15,Person,No Company Entered,Yes
15288,500,Elijah,Baker,1972-07-01,Single,Male,elijah36@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,6986 Saddlewood,181-555-0123,2003-11-17,Person,No Company Entered,No
15289,443,Alexandra,Russell,1973-05-10,Married,Female,alexandra41@adventure-works.com,"40000,00",1,0,Máster,Manual calificado,0,8809 Diablo View Road,780-555-0185,2004-07-16,Person,No Company Entered,Yes
15290,445,Samuel,Simmons,1973-02-16,Married,Male,samuel14@adventure-works.com,"40000,00",1,0,Máster,Manual calificado,0,7318 Lavene Way,991-555-0133,2003-12-27,Person,No Company Entered,Yes
15291,570,Noah,Chen,1973-07-02,Single,Male,noah22@adventure-works.com,"60000,00",1,0,Máster,Manual calificado,0,2577 Dover Way,324-555-0171,2002-08-09,Person,No Company Entered,Yes
15292,652,Blake,Walker,1971-09-06,Single,Male,blake23@adventure-works.com,"70000,00",1,0,Máster,Manual calificado,0,4155 Star Dr,241-555-0163,2003-09-12,Person,No Company Entered,Yes
15293,583,Marty,Simpson,1971-08-26,Married,Female,marty0@adventure-works.com,"70000,00",1,1,Máster,Manual calificado,0,1937 Sycamore Drive,288-555-0100,2002-08-26,Person,No Company Entered,Yes
15294,442,Casey,Carlson,1971-07-09,Married,Male,casey42@adventure-works.com,"70000,00",1,1,Máster,Manual calificado,0,514 Roehlidge Lane,170-555-0110,2002-08-01,Person,No Company Entered,Yes
15295,647,Andrew,Johnson,1972-05-02,Married,Male,andrew10@adventure-works.com,"50000,00",1,1,Máster,Manual calificado,0,8408 Via Del Sol,166-555-0114,2003-05-04,Person,No Company Entered,No
15296,442,Toni,Kapoor,1972-01-22,Married,Female,toni1@adventure-works.com,"50000,00",1,1,Grado,Manual calificado,0,4480 Las Trampas Road,694-555-0129,2002-08-19,Person,No Company Entered,Yes
15297,495,Grace,Simmons,1972-06-23,Married,Female,grace63@adventure-works.com,"50000,00",1,1,Grado,Manual calificado,0,3071 Asilomar,271-555-0127,2002-08-08,Person,No Company Entered,Yes
